slug,source_dir,md5,bytes,lines,pages,title_guess,ocr_flag,dup_of,local_text_path,text_exists,text_sha256,review_status
allen1979_international_competition_iron_steel,pdf,82933c72a9305983d273a5cc16320aca,87547,2275,29,"International Competition in Iron and Steel, 1850-1913",,,/home/jic823/capitalism/pdf/allen1979_international_competition_iron_steel.txt,True,3b70abe0a18d5998b1d0828cc586616726bc30e592e9bc776b9f1595b67f6a08,inventory_only
allen1983_collective_invention,pdf,c1d6659e83a946f422a9ae7be1723f6d,72115,1159,25,Journal of Economic Behavior and Organization 4 (1983) 1-24. North-Holland,,,/home/jic823/capitalism/pdf/allen1983_collective_invention.txt,True,c95b6b88ba11c0773acfc6de5293b05db182cdb47dfeea2a728d806adbad93be,inventory_only
allen1988_growth_labor_productivity_english_agriculture,pdf,600faa30d0a7c4ef84e91a72ec5e9383,77378,2966,31,The Growth of Labor Productivity in Early,,,/home/jic823/capitalism/pdf/allen1988_growth_labor_productivity_english_agriculture.txt,True,28dffae53e9d4653c078f75aeee719fc56f575bb4f9c58f63091afa817f434f4,inventory_only
allen1988b_on_the_road_again_arthur_young,pdf,51e644d2d127ed56253381350bc0b472,79654,1630,26,"On the Road Again with Arthur Young: English, Irish, and French Agriculture during",,,/home/jic823/capitalism/pdf/allen1988b_on_the_road_again_arthur_young.txt,True,0f2bfb84be51e94df91218d9b1a088fa9eb9ff291faa1804a6be305c2ebde05d,inventory_only
allen1999_tracking_the_agricultural_revolution,pdf,ec4d450d89a053ce6be09d3f0ed9dbcc,81451,1818,29,Tracking the Agricultural Revolution in England,,,/home/jic823/capitalism/pdf/allen1999_tracking_the_agricultural_revolution.txt,True,8817f7b6d2d6dcb6f84afc59d2b2483b9991c2add486e80d2b771b0a3dcd7101,inventory_only
allen2000_economic_structure_agricultural_productivity,pdf,1e85e4fcf5cfdc6cfd32ced810d45be7,60957,1875,27,"European Review of Economic History, 3, 1-25. Printed in the United Kingdom © 2000 Cambridge University Press",,,/home/jic823/capitalism/pdf/allen2000_economic_structure_agricultural_productivity.txt,True,3c4434dbf9a494425b9dd2042d0973cdbac234e61baf8c9fc6c3a1d903ec2c70,inventory_only
allen2001_great_divergence_european_wages_prices,pdf,b7bd0fe18cbcfe25b36a7d52429fa5dc,96655,2622,38,"Explorations in Economic History 38, 411– 447 (2001)",,,/home/jic823/capitalism/pdf/allen2001_great_divergence_european_wages_prices.txt,True,955f0cde7232227ee4ccd4adf750105383b4c30909c48eac1e11bb39109c7927,inventory_only
allen2005_real_wages_europe_asia_long_term,pdf,cecbe73cfdf974c9ae5094c2f7f90f2a,44447,1394,30,Real Wages in Europe and Asia: A First Look at the Longterm Patterns,,,/home/jic823/capitalism/pdf/allen2005_real_wages_europe_asia_long_term.txt,True,df8e7a38095119f52d747754575998b27b0b210b5525c02227c278524b50883f,inventory_only
allen2008_nitrogen_hypothesis_english_ag_revolution,pdf,fd6c58da67b8ade6a51f32e050e1e100,83324,1560,31,The Nitrogen Hypothesis and the English Agricultural Revolution: A Biological Analysis,,,/home/jic823/capitalism/pdf/allen2008_nitrogen_hypothesis_english_ag_revolution.txt,True,8e11e51b3b385179f043044874f84ddb47300cb636fb21d394825a48d1ea8523,inventory_only
allen2008b_review_clark_farewell_to_alms,pdf,03db755eba145e3f99265af17155f529,109899,3440,30,"Review: A Review of Gregory Clark's ""A Farewell to Alms: A Brief Economic History of",,,/home/jic823/capitalism/pdf/allen2008b_review_clark_farewell_to_alms.txt,True,636498a825bdc6d5042502c2dcb9ee7af644af438b02881d25edc427d96cbdbf,inventory_only
allen2009_british_industrial_revolution_book.dedup,pdf,872ab49f144b59a7cbe8746f4c039c86,600692,17559,277,The Industrial Revolution and,,,/home/jic823/capitalism/pdf/allen2009_british_industrial_revolution_book.dedup.txt,True,24d0b6d493bef59bd2b018fdcb5dccb3543fbce43d3a8a27dd945557f47c0105,inventory_only
allen2009_british_industrial_revolution_book,pdf,b7b30e5d22c68ec2008ef0ba341ce5a3,688171,19776,316,The Industrial Revolution and,,,/home/jic823/capitalism/pdf/allen2009_british_industrial_revolution_book.txt,True,47666131fcc5be46ce3574970d65e9a5ddc9ab7d3f897ebbd4a36785e9c9fbf2,inventory_only
allen2009_industrial_revolution_in_miniature_jenny,pdf,b800489cd801eefbdbf6c4a5e40dae85,76308,1665,29,"The Industrial Revolution in Miniature: The Spinning Jenny in Britain, France, and India",,,/home/jic823/capitalism/pdf/allen2009_industrial_revolution_in_miniature_jenny.txt,True,6eb7a08963094b94fefa695d37d1aa6f0aaea6502473277e3c615446fb06f36e,inventory_only
allen2011_wages_prices_living_standards_china,pdf,162af1cc7195a382bcc3cd9b6d1f04ef,115885,3124,32,"Economic History Review, 64, S1 (2011), pp. 8–38",,,/home/jic823/capitalism/pdf/allen2011_wages_prices_living_standards_china.txt,True,88e6f6011f50596ce4537687d930fef5c7b9ace6837cf1053c533e772782eb33,inventory_only
allen2011b_why_the_industrial_revolution_was_british,pdf,6bd4b83b4fe3bc3f3e875565324723a3,107571,1848,29,"Economic History Review, 64, 2 (2011), pp. 357–384",,,/home/jic823/capitalism/pdf/allen2011b_why_the_industrial_revolution_was_british.txt,True,93e813a6ca918bc53bdd2012194fd141e2bf4e1c74d3e457c1873848da76cba9,inventory_only
allen2012_colonial_origins_divergence_americas,pdf,b86881c5cc7d8fbbd906e78d3204876c,84063,1773,34,The Colonial Origins of the Divergence in the Americas: A Labor Market Approach,,,/home/jic823/capitalism/pdf/allen2012_colonial_origins_divergence_americas.txt,True,feb19597dcbd8277e89cb3fa0ca180e4c7d023d175df0f80438726fad32042ec,inventory_only
allen2012b_technology_and_the_great_divergence,pdf,142bde08b1760548b9bdd9cc966e126d,65461,1179,17,Explorations in Economic History 49 (2012) 1–16,,,/home/jic823/capitalism/pdf/allen2012b_technology_and_the_great_divergence.txt,True,3a8f1038bc5102cb5062203e3f831dd6db18a1c5c041c6bb8b3cb19de58bb55a,inventory_only
allen2014_american_exceptionalism_global_history,pdf,cf9b5b4de671e9de129217efb0786ac0,102479,2889,44,American Exceptionalism as a Problem in Global History,,,/home/jic823/capitalism/pdf/allen2014_american_exceptionalism_global_history.txt,True,8cb9e98174d64767974dc7e73b53ec560db1ddcc6ca52eeee04ac431b17212c0,inventory_only
allen2017_absolute_poverty_necessity_displaces_desire,pdf,a42b1cea526aa02f3d4c347e2caa0bbf,18557,278,9,Absolute Poverty: When Necessity Displaces Desire,,,/home/jic823/capitalism/pdf/allen2017_absolute_poverty_necessity_displaces_desire.txt,True,34c9bfd68d5ca625ccb43b240f902c494774aa3ddc5a34c54d9ebe948e5ff91b,inventory_only
allen2018_handloom_weaver_power_loom_schumpeterian,pdf,ff60a4db471d028c67a21904a2b76fd0,77383,1129,23,The hand-loom weaver and the power loom: a,,,/home/jic823/capitalism/pdf/allen2018_handloom_weaver_power_loom_schumpeterian.txt,True,11fea48d59e0c611f60d96ae5ed4f4fe584c119d6b72809c3ce793393742c370,inventory_only
allen2020_spinning_their_wheels_reply_humphries,pdf,0fca6ba884e7e456f6bdc7f622f8c405,31730,567,10,"Economic History Review, 73, 4 (2020), pp. 1128–1136",,,/home/jic823/capitalism/pdf/allen2020_spinning_their_wheels_reply_humphries.txt,True,4cb6f6cf8d756bf90ee88822321e46b904f8796a8f47d6f738b84b2a1f4036e0,inventory_only
allen_2019_ehr,pdf,776f62d3928ea9d6a05b6ce572514f89,28915,566,10,"Economic History Review, 73, 4 (2020), pp. 1128–1136",,,/home/jic823/capitalism/pdf/allen_2019_ehr.txt,True,0f8bc27f18d96005de2b2d5d301d434775c02a08e89023bd59b440e73dab6b48,inventory_only
allen_gpih_notes,pdf,e6ead4866a115908e5170183f9dcfee0,126172,3147,62,"Wages, Prices, and Living Standards in China, Japan, and Europe,",,,/home/jic823/capitalism/pdf/allen_gpih_notes.txt,True,3ce61638ad4a99d8abd127b87da9deac649b65c91d88c1f5214670c63ee8a5f9,inventory_only
allen_weisdorf2011_industrious_revolution_empirical,pdf,93b65887668d17148e98525e25fd311f,50809,1154,16,"Economic History Review, 64, 3 (2011), pp. 715–729",,,/home/jic823/capitalism/pdf/allen_weisdorf2011_industrious_revolution_empirical.txt,True,0328445ae756f06dc76489eec33f94484afa9efe2badd669af3c3b420df599ff,inventory_only
allennd_british_industrial_revolution_global_persp,pdf,0f14a91b25a27c1f9c24afc38eb257bf,51210,1180,27,KEYNES LECTURE IN ECONOMICS,,,/home/jic823/capitalism/pdf/allennd_british_industrial_revolution_global_persp.txt,True,3b581eb520ff8f18b17891c71ca4b9fdc928a2e0e256d40129108f7873c62acd,inventory_only
allennd_energy_transitions_in_history_the_shift,pdf,671c854fc43e3131d366e08b89e2dcf5,14589,230,7,"Allen, Robert C. “Energy Transitions in History: The Shift to Coal” In: “Energy",,,/home/jic823/capitalism/pdf/allennd_energy_transitions_in_history_the_shift.txt,True,012dd2ec4ec7d35394a807dff9bee7617cc3e2c18954a977b78342e233091148,inventory_only
allennd_how_commerce_created_industrial_revolution,pdf,bf1d26e307c345f3e196bcfac29af7ed,124355,1862,42,The British Industrial Revolution in Global Perspective:,,,/home/jic823/capitalism/pdf/allennd_how_commerce_created_industrial_revolution.txt,True,6577a7669ed9ad07d2ea9d69a23ab44924b9c063b3b2b8daa4f0a08217d33910,inventory_only
apostolides2008_english_ag_output_productivity_1250_1850,pdf,fd8aa4cc84c4afecde4117eedb560d87,85502,3708,62,"ENGLISH AGRICULTURAL OUTPUT AND LABOUR PRODUCTIVITY, 12501850: SOME PRELIMINARY ESTIMATES",,,/home/jic823/capitalism/pdf/apostolides2008_english_ag_output_productivity_1250_1850.txt,True,a25985f0b57e1e16035cdf36467a7d8b80e38ab14d74448595d11195b65473db,inventory_only
banaji2016,pdf,1b90953752e3b30267fc4a8cf358d403,111756,1182,23,"Journal of Agrarian Change, Vol. 16 No. 3, July 2016, pp. 410–431.",,,/home/jic823/capitalism/pdf/banaji2016.txt,True,de8c05436e8af30e8464061d3b66eb46bcc783753373d79208bca91af7e2d1b8,inventory_only
banaji2020,pdf,01d9d2fa3a456e5a114db22267b4fb03,437630,4008,1,A Brief History of,,,/home/jic823/capitalism/pdf/banaji2020.txt,True,c76a99335d87e6112fd413fbb7fb2ea35df3e4025b0165a812edfca25a93daa4,inventory_only
bassino2019,pdf,d76896a93f6f9e613a87a1b1c5814859,143588,1639,23,Explorations in Economic History 72 (2019) 1–22,,,/home/jic823/capitalism/pdf/bassino2019.txt,True,cd47c8f054ee6aa8091c24c037e832b42fda1298a5e532ee3f5a521f6acec95f,inventory_only
bckov2010_british_economic_growth_1270_1870_wp,pdf,7786321598df9ac6980dbacdab2b30e5,93938,3173,72,Original citation:,,,/home/jic823/capitalism/pdf/bckov2010_british_economic_growth_1270_1870_wp.txt,True,54dc36574213b70d0c6e402948c63dbed06f7ed5aafd1e74b5448c73822a83ee,inventory_only
berghudson,pdf,480212993f1fe12d4bb973fc3c63aad3,658642,12139,366,Table of Contents,,,/home/jic823/capitalism/pdf/berghudson.txt,True,20d125ba3613344dd065679e9f0c066a8a839fd28576291fd5654f6bd59f4145,inventory_only
bouscasse2025_when_did_growth_begin_new_estimates_of_p,pdf,f5b03a4507a50becfb5d4e3ee6234475,141975,2523,56,QUARTERLY JOURNAL,,,/home/jic823/capitalism/pdf/bouscasse2025_when_did_growth_begin_new_estimates_of_p.txt,True,8d3e6ed657d23471b3d22399e0ebf435b8d2ae4a902bc1464fbca66fef1a9b5f,inventory_only
braudel-v2,pdf,c542ca85b9b2e849469c086b25a4b24f,1761356,32889,672,T H E W H E E L S OF C O M M E R C E,,,/home/jic823/capitalism/pdf/braudel-v2.txt,True,ee1655090a2a99d56fbd15a9b06c111b0edbc466494deaa8fda38e18696ba400,inventory_only
braudel-v3,pdf,31361a3914b354f0422e1e853e91b769,1879661,34576,701,Fernand Braudel,,,/home/jic823/capitalism/pdf/braudel-v3.txt,True,a9e0280a60881730ff35d8a04be17834493eb1669c510602892459b3e7931014,inventory_only
brenner1976,pdf,2c08130361b2b8f5c1ed5fc8f09c8a50,47,0,48,,,,/home/jic823/capitalism/pdf/brenner1976.txt,True,74d5210b73398d7352025f4465c13990d0a1ca1f1b46f1e949c46b430ec3aded,inventory_only
broadberry1994_comparative_productivity_manufacturing,pdf,87a8b8d295e5694182df598abb69c568,60882,1306,1,"EXPLORATIONS IN ECONOMIC HistorY 31, 521-548 (1994)",,,/home/jic823/capitalism/pdf/broadberry1994_comparative_productivity_manufacturing.txt,True,889a35ac33caecb6ab886c6a13a43f2ff0809a0c334f915263f43b0b2f2208f1,inventory_only
broadberry2006_early_modern_great_divergence_wages_prices,pdf,77833aca5cadbfefd77f60b488c6902a,103009,2782,31,"Blackwell Publishing Ltd.Oxford, UK and Malden, USAEHRThe Economic History Review0013-0117Economic History Society 20052",,,/home/jic823/capitalism/pdf/broadberry2006_early_modern_great_divergence_wages_prices.txt,True,f6a58249ff4bce7dc49a0ef0e0b15cb8cb871262f1e9fbc255059120f63e5c1c,inventory_only
broadberry2007_very_long_run_growth_theory_appraisal,pdf,c642b6b4fcfc95b5283495b75d7b767f,80905,2381,50,Recent Developments In The Theory Of Very Long Run Growth: A,,,/home/jic823/capitalism/pdf/broadberry2007_very_long_run_growth_theory_appraisal.txt,True,1e93a1e5ed4107de62588ecba32780e25c3c1811d954588293035f335be8d553,inventory_only
broadberry2009_lancashire_india_cotton_textiles,pdf,aff981af051d2aebc4eb30f9b05045a2,102568,2234,28,"Economic History Review, 62, 2 (2009), pp. 279–305",,,/home/jic823/capitalism/pdf/broadberry2009_lancashire_india_cotton_textiles.txt,True,2f31b0c87a32ae2b7240abd4bb272d1ba755fbc7ecb00899b225fbf93235ff2d,inventory_only
broadberry2020_ir_great_divergence_national_accounting,pdf,05e501d362a464e738d3ebee671aedc1,77054,1860,46,THE INDUSTRIAL REVOLUTION AND,,,/home/jic823/capitalism/pdf/broadberry2020_ir_great_divergence_national_accounting.txt,True,cebebae5653fecebc22709ee624f70c329123d5f98ca58212d7673521a5fa3fd,inventory_only
broadberry_2006_labor_productivity_in_the_united_states_an,pdf,f4a33b968a896db16514fc14a82ceade,68808,1519,24,Explorations in,,,/home/jic823/capitalism/pdf/broadberry_2006_labor_productivity_in_the_united_states_an.txt,True,f1bf1bc8c23faab46b9fa7ac45d2cf4d3f9b314522c865630d900323ef0debd5,inventory_only
broadberry_2010_the_historical_roots_of_india_s_service_le,pdf,cea0d5ab79eeb31ed3c04ac6df4a4823,48406,1048,19,C:/ITOOLS/WMS/CUP/655427/WORKINGFOLDER/BRB/9780521882026C09.3D,,,/home/jic823/capitalism/pdf/broadberry_2010_the_historical_roots_of_india_s_service_le.txt,True,8ae88273a1de5d42c222969d91db46a04d2d73475cbce4b50d8c05b938a7993b,inventory_only
broadberry_2012_aggregate_and_per_capita_gdp_in_europe_187,pdf,c0a9676e0262a241a2d2b7499cadad81,70210,3242,31,Scandinavian Economic History Review,,,/home/jic823/capitalism/pdf/broadberry_2012_aggregate_and_per_capita_gdp_in_europe_187.txt,True,b6ad906524a10404b33be6d06569c53d1c5c7628aa4e9b43e3cb04af3793d061,inventory_only
broadberry_2012_wp,pdf,8088b3788ae34afc150dafbb62301129,79914,2428,49,"Broadberry, Stephen; Campbell, Bruce; Klein, Alexander; Overton, Mark; van",,,/home/jic823/capitalism/pdf/broadberry_2012_wp.txt,True,b0a01b20841354836bac88d73b732a128c35d10bbb8335fbec8199b92bb4d226,inventory_only
broadberry_2013_when_did_britain_industrialise_the_sectora,pdf,d75772bff2614dc3d93b942499ef0734,62845,1575,13,Explorations in Economic History 50 (2013) 16–27,,,/home/jic823/capitalism/pdf/broadberry_2013_when_did_britain_industrialise_the_sectora.txt,True,2aafbebaa8174ddb9769712bd5d879b6fe8333a535b9d5acd1e050c855e6a5f2,inventory_only
broadberry_2015_india_and_the_great_divergence_an_anglo_in,pdf,f936cca89e347855439568a47cdfe582,82183,2623,19,Available online at www.sciencedirect.com,,,/home/jic823/capitalism/pdf/broadberry_2015_india_and_the_great_divergence_an_anglo_in.txt,True,c8d5e03825e30b9b89b4d838fe8e36656fa5801a9f6dc3af60cc0fdbf5d21992,inventory_only
broadberry_2017_growing_shrinking_and_long_run_economic_pe,pdf,cc6c52801d5d30b3971866ad535f2078,83523,3219,52,NBER WORKING PAPER SERIES,,,/home/jic823/capitalism/pdf/broadberry_2017_growing_shrinking_and_long_run_economic_pe.txt,True,6eb775261ff6305a7caaf4d344b16f5471d7445245235840cbefba07687bfee7,inventory_only
broadberry_2018_jeh,pdf,0c1ffb10e3bdefe911d8428747043f2b,115755,4368,47,"China, Europe, and the Great",,,/home/jic823/capitalism/pdf/broadberry_2018_jeh.txt,True,518712742fdfa4c6114e352b8ea414ea37e20632f17f890306a489439a9a781f,inventory_only
broadberry_2021_china_europe_and_the_great_divergence_a_re,pdf,4c48b9dad727302890339456d64d4c97,32455,1312,22,"CHINA, EUROPE AND THE GREAT DIVERGENCE: A RESTATEMENT",,,/home/jic823/capitalism/pdf/broadberry_2021_china_europe_and_the_great_divergence_a_re.txt,True,35376279c2329ce271b2326b8271ffe80482c98c3d36c4b6a7d85c67db5c5847,inventory_only
broadberry_2021_jgh,pdf,237a187a13c7e61f60a444ac72b90ff2,24683,612,12,DATING THE GREAT DIVERGENCE: THE EIGHTEENTH CENTURY AS AN,,,/home/jic823/capitalism/pdf/broadberry_2021_jgh.txt,True,18c2edc77fea94f657f9e8049c6525de4759b8b4953ae54cd511998561f0db6b,inventory_only
broadberry_2023_dating_business_cycles_in_the_united_kingd,pdf,a9bfb419268cc58e1962a911ff2055dd,70939,1856,23,ORIGINAL ARTICLE,,,/home/jic823/capitalism/pdf/broadberry_2023_dating_business_cycles_in_the_united_kingd.txt,True,c0bfe4d914ad6a5c266d2ec19c27952a95053b79d4c243b65898e44b9512d3cc,inventory_only
broadberry_2024_catching_up_and_falling_behind_russian_eco,pdf,33410b2dc343eec1ef1be29b897e2b76,76836,1681,33,Catching-Up and Falling Behind:,,,/home/jic823/capitalism/pdf/broadberry_2024_catching_up_and_falling_behind_russian_eco.txt,True,44c9fa07f5055738923e9e97e9f6e7ed438113aa6f329eeed4561f9a8bbad910,inventory_only
broadberry_accounting_for_the_great_divergence,pdf,2f6d144cb4c38960c8a7b5cf97cf3dec,56144,1427,34,Original citation:,,,/home/jic823/capitalism/pdf/broadberry_accounting_for_the_great_divergence.txt,True,ab2e34524dbfde93629a82debabd824bbece011b5120df804c700ccc67c39dfb,inventory_only
burnard_riello_2020_jgh,pdf,5598c76bcbfacbb6c77cd475c7f49096,93818,1210,21,"Journal of Global History (2020), 15: 2, 225–244",,,/home/jic823/capitalism/pdf/burnard_riello_2020_jgh.txt,True,24dd6a15784a22302e50042ec452d5b0ee345e9f5f4b5435add8bddd540a8669,inventory_only
campop_adam_smith_revisited_wool_coal,pdf,d4873fa6e086b52e5d2c9cd8e0c91d2d,81326,2093,59,Adam Smith Revisited,,,/home/jic823/capitalism/pdf/campop_adam_smith_revisited_wool_coal.txt,True,15a03cd1281d5b2789719352de2d62ef957fcf6da6c3b128549a38027af218ec,inventory_only
campop_why_wasnt_france_first_wp40,pdf,59b886d7fa71eebd01bfb1897a66ce23,126252,2635,65,Alexis Litvine and Leigh Shaw-Taylor,,,/home/jic823/capitalism/pdf/campop_why_wasnt_france_first_wp40.txt,True,2295e6c9cfe1d791a71e6d7cb4833562d069f5344a68ba0828daf61c79b39683,inventory_only
chc-v2,pdf,3f87d6343532d3a2a00e11aba6118391,1738264,27580,579,THE CAMBRIDGE HISTORY OF,,,/home/jic823/capitalism/pdf/chc-v2.txt,True,192a425908dcbd5a2923a6e8afadd8babfb16c4823787155f645585425d48203,inventory_only
clegg_2015_chs,pdf,d58d6ef2101182d00e7b67854366aeb0,78080,1078,25,Capitalism and Slavery,,,/home/jic823/capitalism/pdf/clegg_2015_chs.txt,True,10b8f9c679a52c673a64d12411213749af371c054972e626ba79f795cc823f36,inventory_only
clegg_2020_jhs,pdf,e4895dff19eca62f29e544c57f84ffdc,116485,1617,26,SPECIAL ISSUE,,,/home/jic823/capitalism/pdf/clegg_2020_jhs.txt,True,1c67d4eec6d0b956b906c33719ec418d773d8a04e34079bce759de3b2c34622b,inventory_only
clifford2021,pdf,ae526d3e89be0ac17afc33373e6ae7be,79594,1259,29,London’s Soap Industry and the Development of,,,/home/jic823/capitalism/pdf/clifford2021.txt,True,2ec065de8cc35d61851db9cd621a4d8ab9b09db94864391818e568929b1f3679,inventory_only
clifford2026_notes,pdf,1ef0f14ed34d751f1cae158c4f68fbbb,356,0,1,"1. Graeme Wynn, ‘Forests, Frontiers, and Extractivism’, Environmental History 28 (2023) 640—655; Anna Lowenhaupt Tsing, ",,,/home/jic823/capitalism/pdf/clifford2026_notes.txt,True,79c3adba5b26c593f4c60607728f03ee0bc9cabb2391129c911754340014d79e,inventory_only
coulthard2014,pdf,43139316c0380e80fd5a03596b758c69,606637,2997,1,"Red Skin, White Masks",,,/home/jic823/capitalism/pdf/coulthard2014.txt,True,99cdd420d7f3a4b482f367fe10a5c8cdfde2c1fa45f065f5b08af9f7a5f2f433,inventory_only
crafts_mills2017_six_centuries_british_growth_breaks,pdf,bc54aa62fe7a677c682eadef1927a2dd,50192,1234,19,Six centuries of British economic growth:,,,/home/jic823/capitalism/pdf/crafts_mills2017_six_centuries_british_growth_breaks.txt,True,767b1ee675199af585a2a292e5f521aa177025447cc6a606eefb00e6b31f5887,inventory_only
curtis_dijkman_famines,pdf,5d0e95ddbc3dabd5952e7890bd99d488,80357,1099,27,"Famines in the Low Countries, fourteenth to nineteenth centuries",,,/home/jic823/capitalism/pdf/curtis_dijkman_famines.txt,True,7af67d3fb28da581ef8a3fbd7c8855ae9ae01ad246b53da47ba51f5a92fcab70,inventory_only
customs2-ocr,pdf,3b1d867d8b1cda717de046868ee0729a,320388,7872,1,410 CUSTOMS IN COMMON,,,/home/jic823/capitalism/pdf/customs2-ocr.txt,True,a3f858c1eee0ecd875c7e792dd6b700174025d6790c237f13cc6807fc50337c3,inventory_only
davenport2019_cholera_sanitary_test_british_cities,pdf,6e08e92912fbcc6f1346bec7700e44cd,111255,2198,37,The History of the Family,,,/home/jic823/capitalism/pdf/davenport2019_cholera_sanitary_test_british_cities.txt,True,8b4bee65718e14337e8c6dae90e22a32c9f2825aa1c8395a8b113f1dbe5ba1a4,inventory_only
degroot2022,pdf,cc2dd234f8ff75c6a68a236b7a3339a8,242581,2315,37,TOPICAL REVIEW • OPEN ACCESS                                                                     You may also like,,,/home/jic823/capitalism/pdf/degroot2022.txt,True,32f8e5408293b6b7ae97f10e7e6d90d0447e80814584995f55921d293ee8ee81,inventory_only
demoor_vanzanden2010,pdf,eda4b308f3c560940e24806b713d06f8,143354,2103,35,Girl power: the European marriage pattern and labour markets in the North Sea region in,,,/home/jic823/capitalism/pdf/demoor_vanzanden2010.txt,True,d9d416ec02a63adfe91de79d572565047894e663610706e96d8478874efb82df,inventory_only
demuth-diss,pdf,ff64a3bc75d6a2f1a828928f2642816d,1061865,12748,283,The Power of Place:,,,/home/jic823/capitalism/pdf/demuth-diss.txt,True,454d8f1e9a9f31715a443487d81b5960c0cfd89763b50fcaaab092a33470ff77,inventory_only
devries-industrious-revolution,pdf,afcea66440171745b24d8a02d452ec53,23,0,24,,,,/home/jic823/capitalism/pdf/devries-industrious-revolution.txt,True,ebb2c71ef2d4d1bd5e6523a737db556aad214db8181a5b8c83761f7bdb90a7ae,inventory_only
devries,pdf,afcea66440171745b24d8a02d452ec53,23,0,24,,,devries-industrious-revolution,/home/jic823/capitalism/pdf/devries.txt,True,ebb2c71ef2d4d1bd5e6523a737db556aad214db8181a5b8c83761f7bdb90a7ae,inventory_only
devries1994,pdf,b8092a266b0c08c077f4c9b624d8db91,72008,1303,1,The Industrial Revolution and the Industrious Revolution,,,/home/jic823/capitalism/pdf/devries1994.txt,True,22adda1efd10e0628ae8c2396fcc2420df97dd66076d66021cec24a39246d031,inventory_only
devries_interview,pdf,c8e44187336edde631e37f5d3ec38302,25915,397,12,Cities as centers of creative activity.,,,/home/jic823/capitalism/pdf/devries_interview.txt,True,d5bba1147c2e7dc4f5d2bc469f8b622f2d24209940a579d708a76eb278f4c38b,inventory_only
devries_interview2,pdf,fa28e13132e88b742e6e41014d4da36a,52281,818,18,1 proudly call myself a card-carrying economie,,,/home/jic823/capitalism/pdf/devries_interview2.txt,True,d990819b7aa9863981aded77bbb8d352e79f5273e20a8b2bc84d004e2df022d7,inventory_only
dominick_1998_eh,pdf,b14cdc66be0d0f1317720908c48b1764,67746,930,1,"Capitalism, Communism,",,,/home/jic823/capitalism/pdf/dominick_1998_eh.txt,True,2a25163421bc30da12403b376f2b95a43a047a803ebb4dfb6911c2438920569e,inventory_only
envhis_12_1,pdf,b82f378f92e1ea408f69836a7b6463d4,82182,1236,25,SVERKER SÖRLIN AND PAUL WARDE,,,/home/jic823/capitalism/pdf/envhis_12_1.txt,True,3245fdf4b8c4a0316e11220883ed03a0f8c6ee301133881cb660f7b82f9ee6b7,inventory_only
epstein_interview,pdf,054c6fd81c29b171753b962684187a09,43477,690,19,Late medieval and early modern towns as focal points of,,,/home/jic823/capitalism/pdf/epstein_interview.txt,True,17f0dea89ed85e20efd03de2d19e3c7f381d001239d3e33f3c6c8117c5318bac,inventory_only
federici2004,pdf,4b9a72e2368cdef1d6dd09c1a117632f,784207,12195,243,"andthe �.�     ,.",,,/home/jic823/capitalism/pdf/federici2004.txt,True,7768a94876d5ddb06d8cf0fd9aba6df5058a9b987566f794c4a55ddfd5c93a42,inventory_only
fouquet_2015_seven_centuries_of_european_economic_growth_a,pdf,843799e1e9b73a813fe244e2c6535acb,60575,1127,19,"Journal of Economic Perspectives—Volume 29, Number 4—Fall 2015—Pages 227–244",,,/home/jic823/capitalism/pdf/fouquet_2015_seven_centuries_of_european_economic_growth_a.txt,True,8d99e57a92bf5601fbf5f8d38d7a6d800fa282f3e7afd494dce3466bfd5c68a6,inventory_only
goldstone_2021_jgh,pdf,5e78a8092b6851bf114fdcb99ffd44fd,81947,1330,21,"Journal of Global History (2021), 16: 2, 266–285",,,/home/jic823/capitalism/pdf/goldstone_2021_jgh.txt,True,8440ca46ce9e2c783a37e41bdcc94c4968ff0ebeb21e2e1ae460eba3e736a38b,inventory_only
greatdivergence_dl,pdf,eac7a53516fd5916836d8ea8657cf4f5,96657,2626,38,"Explorations in Economic History 38, 411– 447 (2001)",,,/home/jic823/capitalism/pdf/greatdivergence_dl.txt,True,3079d87d2fea90e9ad474f19342c7f8e517ae9d6b65823bf40ad10af0bc1da23,inventory_only
grettler_2001_eh,pdf,b090b95c03e80bf5a715ab6e1b5d5574,72213,971,24,The Nature of Capitalism,,,/home/jic823/capitalism/pdf/grettler_2001_eh.txt,True,c0a2a65c5d8a1f0a2961d341fa69c0d2bd6e092a1899f52e4482881453ffc596,inventory_only
grettler_2001_eh_notes,pdf,7a07f1bbd35cd3bec85c52ffa8c92106,19853,249,7,1. The broad outlines of the current dialogue generated by Professor Worster's,,,/home/jic823/capitalism/pdf/grettler_2001_eh_notes.txt,True,9164762dd50f56166726c7552883295fbe25a02ea78127b72c586c41b90e22f4,inventory_only
grettler_2001_eh_ocr,pdf,84104ad790ecce4177e1948fb8dfe705,73292,1038,1,The Nature of Capitalism,,,/home/jic823/capitalism/pdf/grettler_2001_eh_ocr.txt,True,373fb59124a9ef126a12cccf3ee4026088c96480037f56d2e30ed6418cd68c92,inventory_only
gudynas_2018_extractivisms,pdf,fe20fac4cfbf39365d8f37d62bb15b4c,46764,690,18,Extractivisms.Tendencies and Consquences,,,/home/jic823/capitalism/pdf/gudynas_2018_extractivisms.txt,True,8aa672a49b2bc44b7b18fc800179ff29b33facaae2a214b38aec01305ae2a90e,inventory_only
