source_id,citation,kind,declared_resource,resource_state,resource_sha256,inherited_work_id,existing_person_name_leads,review_status,warning
moore2017,"Jason W. Moore, 'The Capitalocene, Part I', Journal of Peasant Studies 44.3 (2017)",article,/home/jic823/capitalism/pdf/moore-capitalocene-part1-jps2017.pdf,file,026fc1faa206ce03484d5756b8ec295f1d8d2b5d6f46f5a6c20a5b0182d393cb,moore-capitalocene-part-i-nature,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
moore2016intro,"Jason W. Moore, introduction to Anthropocene or Capitalocene? (PM Press, 2016) [24pp excerpt]",chapter,/home/jic823/capitalism/pdf/moore-anthropocene-or-capitalocene-2016.pdf,file,aba8d11309356af2ba216edb373e119bff47db0421d9086693575ff47f52083a,moore-anthropocene-capitalocene-nature-history,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
rockman2980,"Seth Rockman et al., History of Capitalism Bibliography, Brown History 2980x (Spring 2021)",bibliography,/home/jic823/capitalism/pdf/rockman2980-bibliography-2021.pdf,file,c1211c2bf38b701ee0e96d399f99b749d7bc276d236380ec586248586cda0c08,,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
pomeranz2000,"Kenneth Pomeranz, The Great Divergence: China, Europe, and the Making of the Modern World Economy (Princeton, 2000)",book,/home/jic823/capitalism/pdf/pomeranz-great-divergence.pdf,file,4717a75be8fce9c0de84cd07903c988f696052c30a2770d3e46c167e6aeea5d6,pomeranz-great-divergence-china-europe,"[""kenneth_pomeranz""]",unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
wallerstein1983,"Immanuel Wallerstein, Historical Capitalism (Verso, 1983)",book,/home/jic823/capitalism/pdf/wallerstein-historical-capitalism.pdf,file,b86f8034bf10a7b05995191bd46c279748fd38ef736ff304ce2ed525a3e7421a,wallerstein-historical-capitalism,"[""immanuel_wallerstein""]",unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
braudel1979v2,"Fernand Braudel, Civilization and Capitalism, Vol. II: The Wheels of Commerce (Harper & Row, 1982)",book,/home/jic823/capitalism/pdf/braudel-civilization-capitalism-vol2.pdf,file,e813589379027e16b2d406590b393083d9caf7047b71db09bba1826f6670a758,,"[""fernand_braudel""]",unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
braudel1979v3,"Fernand Braudel, Civilization and Capitalism, Vol. III: The Perspective of the World (Harper & Row, 1984)",book,/home/jic823/capitalism/pdf/braudel-civilization-capitalism-vol3.pdf,file,df9fea4cf390ebf475ab75172aed89b39d5b9948a192f9179e5d667d5e7fcfbf,,"[""fernand_braudel""]",unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
blackburn1997,"Robin Blackburn, The Making of New World Slavery: From the Baroque to the Modern, 1492-1800 (Verso, 1997)",book,/home/jic823/capitalism/pdf/blackburn1997,directory,,blackburn-making-new-world-slavery,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
brenner1976,"Robert Brenner, 'Agrarian Class Structure and Economic Development in Pre-Industrial Europe', Past & Present 70 (1976)",article,/home/jic823/capitalism/pdf/brenner-agrarian-class-structure-1976.pdf,file,2bc1c88aab35e412d24cd2ff5737cc33eccb6f0a0a8718273df2fce012e4d7d8,brenner-agrarian-class-structure-economic,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
mintz1985,"Sidney W. Mintz, Sweetness and Power: The Place of Sugar in Modern History (Viking, 1985)",book,/home/jic823/capitalism/pdf/mintz-sweetness-and-power.pdf,file,5306919e23d2686df06e1bf31b973a382abd003d27e4182f040e1c8952bd9b56,mintz-sweetness-power-place-sugar,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
devries1994,"Jan de Vries, 'The Industrial Revolution and the Industrious Revolution', Journal of Economic History 54.2 (1994)",article,/home/jic823/capitalism/pdf/devries-industrious-revolution.pdf,file,2a4268c8d5905c2099479b644177a8331e18c7d94d2fd26273df535bc0487f32,vries-industrial-revolution-industrious-revolution,"[""jan_de_vries""]",unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
mokyr2004,"Joel Mokyr, 'Accounting for the Industrial Revolution', in Cambridge Economic History of Modern Britain I (CUP, 2004)",chapter,/home/jic823/capitalism/pdf/mokyr-reading2.pdf,file,3b16f8384a4dd721da39fb8273c4e85b03bc5aacb9a579650d9819d69d5d1404,,"[""joel_mokyr""]",unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
cambridge2014v1,"Larry Neal and Jeffrey G. Williamson, eds., The Cambridge History of Capitalism, Vol. I (CUP, 2014)",book,/home/jic823/capitalism/pdf/cambridge-history-of-capitalism.epub,file,625b4ca59688b8546a07bb88c8aac79a5b84a255824142600cf71eaf9a08b2cc,,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
cambridge2014v2,"Larry Neal and Jeffrey G. Williamson, eds., The Cambridge History of Capitalism, Vol. II: The Spread of Capitalism (CUP, 2014)",book,/home/jic823/capitalism/pdf/cambridge-history-capitalism-vol2.pdf,file,8aac08b4b9ed1f04030242807e88d395b393d3d7322d37f96dce3edf4905bc9a,,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
steffen2015,"Will Steffen, Wendy Broadgate, Lisa Deutsch, Owen Gaffney and Cornelia Ludwig, 'The Trajectory of the Anthropocene: The Great Acceleration', Anthropocene Review 2.1 (2015)",article,/home/jic823/capitalism/pdf/steffen-2015-great-acceleration.pdf,file,6466c5fdb7ccb2cf1798d796e4152554b515492cbb1138679fba33024cb53d24,steffen-trajectory-anthropocene-great-acceleration,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
clifford2026,"Jim Clifford and Iva Lucic, 'Thinking through forests: Colonialism, capitalism, and the global timber trade', Journal of Historical Geography 92 (2026)",article,/home/jic823/capitalism/pdf/clifford-lucic-2026-thinking-through-forests.pdf,file,6a1bcf183cb9f97e12e9a3877e464c8f9678be6dbc789fffbbbec75be8c4f9a4,,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
zalasiewicz2008,"Jan Zalasiewicz et al., 'Are we now living in the Anthropocene?', GSA Today 18.2 (2008)",article,/home/jic823/capitalism/pdf/zalasiewicz-2008-gsa-anthropocene.pdf,file,71694d0b76abad42e8f5ddc4d93a7e875cfecd85e40f185c0c5ae07523b4a951,zalasiewicz-are-we-now-living,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
malmhornborg2014,"Andreas Malm and Alf Hornborg, 'The geology of mankind? A critique of the Anthropocene narrative', Anthropocene Review 1.1 (2014)",article,/home/jic823/capitalism/pdf/malm-hornborg-2014-geology-mankind.pdf,file,232867d356288771290cde0ad73e5413a0710ff69fa2e88595136315285978e3,malm-geology-mankind-critique-anthropocene,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
waters2016,"Colin N. Waters et al., 'The Anthropocene is functionally and stratigraphically distinct from the Holocene', Science 351 (2016)",article,/home/jic823/capitalism/pdf/waters-2016-anthropocene-distinct.pdf,file,123ee23daa119dc22e16fb7d82b8965be9e2bcfdf716fce26ea78fa864c96af5,,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
awgsummary,"Anthropocene Working Group, Crawford Lake GSSP submission executive summary (EarthArXiv copy, 2023)",article,/home/jic823/capitalism/pdf/awg-submission-summary.pdf,file,dcae353c9a1df9fdb5c9dd58165ef20e0279bb5a7602d5fb003326cf6afb3110,,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
jonell2024,"Tara N. Jonell, Peter Jones, Adam Lucas and Simon Naylor, 'Limited waterpower contributed to rise of steam power in British Cottonopolis', PNAS Nexus 3 (2024)",article,/home/jic823/capitalism/pdf/jonell-2024-limited-waterpower.pdf,file,b6ebd40fb084113466cc439679413ae10eaa84dac8644bd6d1fcf8596106620c,,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
chakrabarty2009,"Dipesh Chakrabarty, 'The Climate of History: Four Theses', Critical Inquiry 35.2 (2009)",article,/home/jic823/capitalism/pdf/chakrabarty-climate-of-history.pdf,file,61a68bd1e109e4f12fb3c2eeaed5922d78b718b3081b1005c51f64398c22f65c,chakrabarty-climate-history-four-theses,"[""dipesh_chakrabarty""]",unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
tsing2015,"Anna Lowenhaupt Tsing, The Mushroom at the End of the World (Princeton, 2015)",book,/home/jic823/capitalism/pdf/tsing-mushroom-end-of-world.pdf,file,7c66c35506b71c5857e8b7d9a58727b6b38eb0f35f98ad3ce986c12fc38e3cae,tsing-mushroom-end-world-possibility,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
moore2015,"Jason W. Moore, Capitalism in the Web of Life: Ecology and the Accumulation of Capital (Verso, 2015)",book,/home/jic823/capitalism/pdf/moore-capitalism-web-of-life.pdf,file,53a575d07c2fcd64c4061fca309c250200a768833bf1cbdb2e74fb646bbb746d,moore-capitalism-web-life-ecology,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
malm2016,"Andreas Malm, Fossil Capital: The Rise of Steam Power and the Roots of Global Warming (Verso, 2016)",book,/home/jic823/capitalism/pdf/malm-fossil-capital-full.pdf,file,edc5c06eaf5653b7eb598b65dadc36651e0301c324c2351425e874e380f9e435,malm-fossil-capital-rise-steam,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
malm2013,"Andreas Malm, 'The Origins of Fossil Capital: From Water to Steam', Historical Materialism 21.1 (2013)",article,/home/jic823/capitalism/pdf/malm-origins-fossil-capital.pdf,file,6294b308e3fe16dcf48ed4e92703de402427919004886ff34d4dc662485284a4,,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
hobsbawm1962,"Eric Hobsbawm, The Age of Revolution: Europe 1789-1848 (Weidenfeld & Nicolson, 1962)",book,/home/jic823/capitalism/pdf/hobsbawm-age-of-revolution.mobi,file,921fdce2246d8334c0a4fd6a02343659462777c72cf521e58fccda2697d76246,,"[""eric_hobsbawm""]",unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
cushmanlords,"Gregory T. Cushman, 'The Lords of Guano: Science and the Management of Peru's Marine Environment' (PhD diss., UT Austin, 2003) [proxy for Guano and the Opening of the Pacific World]",dissertation,/home/jic823/capitalism/pdf/cushman-lords-of-guano.pdf,file,7c10288763fad31b78b558c6f07f6f38ddde3411b480725b26f6271c7ac115a4,,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
clifford2021,"Jim Clifford, 'London's Soap Industry and the Development of Global Ghost Acres', Environment and History 27.3 (2021)",article,/home/jic823/capitalism/pdf/clifford-2021-soap-ghost-acres.pdf,file,3474ca42b392fd8ef61ac50d7451f8e3475bd6597f93c1acb02ada1bac08a69f,,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
demuthdiss,"Bathsheba Demuth, 'The Power of Place: Ideology and Ecology in the Bering Strait, 1848-1988' (PhD diss., UC Berkeley) [proxy for Floating Coast]",dissertation,/home/jic823/capitalism/pdf/demuth-dissertation-bering.pdf,file,6049f0b9812d3a258e8daae476fabf534e603a3faa31192a1762a76b08d333ee,,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
clifford2022,"Jim Clifford and Stephane Castonguay, 'British ghost acres and environmental changes in the Laurentian forest' (2022)",article,/home/jic823/capitalism/pdf/clifford-ghost-acres-laurentian.pdf,file,92e1ae6c9bf2465dae3a20368cf06038cd1dddecd47442b1c53fd06d965d2758,clifford-british-ghost-acres,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
theodoridis2018,"Dimitrios Theodoridis, Paul Warde and Astrid Kander, 'Trade and overcoming land constraints in British industrialization' (2018)",article,/home/jic823/capitalism/pdf/theodoridis-warde-kander-2018.pdf,file,2709104ca31098623bda481a3762980fef1d975896e9e87c753d631cc3299103,theodoridis-trade-overcoming-land-constraints,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
warde2018,"Paul Warde, 'Trees, Trade and Textiles: Potash Imports and Ecological Dependency' (2018)",article,/home/jic823/capitalism/pdf/warde-2018-trees-trade-textiles.pdf,file,0a32a0fb77558eb421cac230f801a6c665f434bfbbb02843fb38d38f73700710,warde-trees-trade-textiles-potash,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
henriqueswarde2017,"Sofia Henriques and Paul Warde, 'Fuelling the English breakfast: hidden energy flows' (2017)",article,/home/jic823/capitalism/pdf/henriques-warde-2017-english-breakfast.pdf,file,63adfa368481dbb3bb07ed96820dfc0a570a2802680ee24aee94e4da6a4ed668,henriques-fuelling-english-breakfast-hidden,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
wynn2023,"Graeme Wynn, 'Forests, Frontiers, and Extractivism' (2023)",article,/home/jic823/capitalism/pdf/wynn-2023-forests-frontiers-extractivism.pdf,file,eb1cdc8d28930ef547c860a7502d896711140337cd7410a55891943254d9e435,wynn-forests-frontiers-extractivism,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
demuthwalrus,"Bathsheba Demuth, 'The Walrus and the Bureaucrat: Energy, Ecology, and Making the State' (2019)",article,/home/jic823/capitalism/pdf/demuth-walrus-bureaucrat.pdf,file,45366795556a122e841cc2822e5d4b9518a30632c05b10169afa531d9042643d,,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
cliffordlogging,"Jim Clifford, 'Logging and Settlement beyond the Rapids: Unmaking Algonquin Space' (2024)",article,/home/jic823/capitalism/pdf/clifford-logging-beyond-rapids.pdf,file,80121d3d9c0f2a324bdc6ce1a3504e246561852f0febf0e23f720408d52e50f1,clifford-logging-settlement-beyond-rapids,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
olmstead2018,"Alan L. Olmstead and Paul W. Rhode, 'Cotton, Slavery, and the New History of Capitalism', Explorations in Economic History 67 (2018)",article,/home/jic823/capitalism/pdf/olmstead_rhode_2018.pdf,file,5e6d42239935fbef9642cf2fe4ebbf825a8f01d6d3d9523d80a1b661f5ed423a,olmstead-cotton-slavery-new-history,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
hilt2017,"Eric Hilt, 'Economic History, Historical Analysis, and the ""New History of Capitalism""', Journal of Economic History 77.2 (2017)",article,/home/jic823/capitalism/pdf/hilt_2017_jeh.pdf,file,102f6e6f4a5750c0378ba5b62255121e8fdb99a286b25488058fcdf106335f1c,hilt-economic-history,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
wright2020,"Gavin Wright, 'Slavery and Anglo-American Capitalism Revisited', Economic History Review 73.2 (2020)",article,/home/jic823/capitalism/pdf/wright_2020_ehr.pdf,file,5ae80f90f8b7f461f4e559d4ddf14bc8d601272f7c66143ae0716367d7b74595,wright-slavery-anglo-american-capitalism,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
neptune2019,"H. Reuben Neptune, 'Throwin' Scholarly Shade: Eric Williams in the New Histories of Capitalism and Slavery', Journal of the Early Republic 39.2 (2019)",article,/home/jic823/capitalism/pdf/neptune_2019_jer.pdf,file,c2d2931f96b6c18fc28df262e431fc93d02302d78d8a6de42915fe3a4841a265,neptune-throwin-scholarly-shade-eric,"[""eric_williams""]",unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
marks1998,"Robert B. Marks, 'Commercialization Without Capitalism: Processes of Environmental Change in South China, 1550-1850', Environmental History 3.1 (1998)",article,/home/jic823/capitalism/pdf/marks_1998_eh.pdf,file,a20e30c779b4b1b1b5097719d497f8ae46b7aaf0a7d98cc445b40547cbd7cada,,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
dominick1998,"Raymond Dominick, 'Capitalism, Communism, and Environmental Protection: Lessons from the German Experience', Environmental History 3.3 (1998)",article,/home/jic823/capitalism/pdf/dominick_1998_eh.pdf,file,c4b9d570753fb2b2c226b3f72928983a8f47d7da5b9cc8e37da24ac29f1286bf,,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
zarrilli2001,"Adrian Gustavo Zarrilli, 'Capitalism, Ecology, and Agrarian Expansion in the Pampean Region, 1890-1950', Environmental History 6.4 (2001)",article,/home/jic823/capitalism/pdf/zarrilli_2001_eh.pdf,file,c9e5434159f8ca64ad37ad0b55a0e876d9a503623cf2dbe0ffb3a7cd44757877,,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
grettler2001,"David J. Grettler, 'The Nature of Capitalism: Environmental Change and Conflict over Commercial Fishing in Nineteenth-Century Delaware', Environmental History 6.3 (2001)",article,/home/jic823/capitalism/pdf/grettler_2001_eh.pdf,file,7564e06d665261019184e5b310040f821dca0f66407dfbeea3a1d57566cda9ad,,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
white2011,"Sam White, 'From Globalized Pig Breeds to Capitalist Pigs: A Study in Animal Cultures and Evolutionary History', Environmental History 16.1 (2011)",article,/home/jic823/capitalism/pdf/white_2011_eh.pdf,file,f9d20ea47104ce276a75fda14d3dc48aa734ef93671c8941cdd1e1d0cc8c9cb6,,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
howell2023,"Jordan Howell, 'Capital Prospects: Jamaica and the Environmental History of Postwar Decolonization', Environmental History 28.1 (2023)",article,/home/jic823/capitalism/pdf/howell_eh.pdf,file,2407b3739e032f961d70038e7041482682369971476b2653ffe1c92183966ecd,,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
newton2023,"Jason L. Newton, 'Cutover Capitalism: Connecting Labor and Nature in Forest Extraction', Environmental History 28.4 (2023)",article,/home/jic823/capitalism/pdf/newton_eh.pdf,file,cba8f7fb76c43a7241dbd8ffb4201e40169f65609f3a901d354b4356a339f1bf,,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
broadberry2012wp,"Stephen Broadberry, Bruce Campbell, Alexander Klein, Mark Overton and Bas van Leeuwen, 'British Economic Growth, 1270-1870: an output-based approach' (Kent School of Economics DP 1203, 2012) [proxy for the 2015 CUP book]",article,/home/jic823/capitalism/pdf/broadberry_2012_wp.pdf,file,446a00f894706dad4e938521aed13e4534948e2e782ce2931e87c1562c697be7,broadberry-british-economic-growth-1270,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
humphries2019,"Jane Humphries and Benjamin Schneider, 'Spinning the industrial revolution', Economic History Review 72.1 (2019)",article,/home/jic823/capitalism/pdf/humphries_2019_ehr.pdf,file,d6485353715c99575699b1d0ecee63ca59aae69c63c97245eed2c25f07ed48b5,humphries-spinning-industrial-revolution,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
allen2019,"Robert C. Allen, 'Spinning their wheels: a reply to Jane Humphries and Benjamin Schneider', Economic History Review 72.4 (2019)",article,/home/jic823/capitalism/pdf/allen_2019_ehr.pdf,file,9f47fa01af560c879bae63d7490b99d71650b7581f0349da39087921f4bf90e6,,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
allen2001,"Robert C. Allen, 'The Great Divergence in European Wages and Prices from the Middle Ages to the First World War', Explorations in Economic History 38 (2001)",article,/home/jic823/capitalism/pdf/greatdivergence_dl.pdf,file,fce4cd2cbbdcde323a46ad04be65faf40448db49daace2dc3a6bb1133414102b,allen-great-divergence-european-wages,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
allen2010pba,"Robert C. Allen, 'The British Industrial Revolution in Global Perspective' (Keynes Lecture), Proceedings of the British Academy 167 (2010)",article,/home/jic823/capitalism/pdf/pba167_divergence.pdf,file,fb8ca7b35ff099a14937bab608736aa8802f481d4ee255d7cfa45d45d556607a,allen-british-industrial-revolution-global,[],unverified_metadata_and_name_leads,Declared proxy/excerpt/preprint and corpus processing status do not prove full-text verification.
